IND,TOK,DATE,SHOT,TIME,TAUTH,IP,BT,NEL,PLTH,RGEO,DELTA1,KAPPAA,EPS,MEFF
469,ASDEX,19830804,9888,1.3,0.0381111942280994,0.3734,2.191,4.141,1.952,1.649,1,1.012549046015,0.216676773802304,1.5
474,ASDEX,19830804,9890,1.275,0.0408245223660988,0.3736,2.188,4.684,1.76591666666667,1.649,1,1.0151634293962,0.216130988477865,1.5
475,ASDEX,19830804,9890,1.289,0.0394751625924014,0.3736,2.191,4.762,1.84656333333333,1.65,1,1.01413872509091,0.216242424242424,1.5
476,ASDEX,19830804,9890,1.304,0.0371385671459274,0.3734,2.189,4.782,1.9705,1.651,1,1.01350226175243,0.216232586311326,1.5
481,ASDEX,19830804,9891,1.182,0.0513153751968379,0.3757,2.189,4.189,1.08744333333333,1.65,1,1.02324914273386,0.214,1.5
482,ASDEX,19830804,9891,1.24,0.0353805364034431,0.3738,2.188,4.31,1.9372,1.647,1,1.01587054633615,0.216211293260474,1.5
483,ASDEX,19830804,9891,1.299,0.0364563433065667,0.3735,2.188,4.391,1.9614,1.649,1,1.01432018289768,0.216434202546998,1.5
488,ASDEX,19830804,9892,1.209,0.0377579197981702,0.3749,2.189,4.036,1.7106,1.649,1,1.01664711322832,0.215706488781079,1.5
489,ASDEX,19830804,9892,1.257,0.0395288705503388,0.3735,2.189,4.021,1.77845,1.647,1,1.013184326119,0.216818457802064,1.5
490,ASDEX,19830804,9892,1.304,0.0370890893933618,0.373,2.191,4.001,1.93608,1.65,1,1.01128084538314,0.216787878787879,1.5
495,ASDEX,19830804,9893,1.187,0.025528256776952,0.3759,2.191,4.479,2.60899,1.652,1,1.01365985482786,0.215738498789346,1.5
496,ASDEX,19830804,9893,1.226,0.0245180256825967,0.3735,2.188,4.191,2.67691,1.646,1,1.01593902185405,0.216281895504253,1.5
497,ASDEX,19830804,9893,1.265,0.0284495454048507,0.3741,2.189,4.38,2.60664,1.653,1,1.00605952507802,0.2173018753781,1.5
503,ASDEX,19830804,9894,1.204,0.044551369620595,0.3752,2.188,4.748,1.81920833333333,1.655,1,1.00051403670179,0.218066465256798,1.5
504,ASDEX,19830804,9894,1.235,0.0350671022206337,0.3738,2.191,4.83,2.55999,1.651,1,0.995911086100992,0.21992731677771,1.5
510,ASDEX,19830804,9897,1.206,0.0399273843349157,0.3745,2.189,4.231,1.90925666666667,1.652,1,1.00536629802633,0.217615012106538,1.5
511,ASDEX,19830804,9897,1.253,0.032903467392677,0.3737,2.191,4.317,2.56562,1.65,1,0.997141094942269,0.219818181818182,1.5
516,ASDEX,19830804,9902,1.188,0.0383929016339125,0.4451,2.189,4.551,1.84573333333333,1.653,1,1.0202104221231,0.231094978826376,1.5
517,ASDEX,19830804,9902,1.228,0.044530217512096,0.4441,2.189,4.867,2.05233,1.654,1,1.01191126593922,0.232889963724305,1.5
518,ASDEX,19830804,9902,1.268,0.0379453395633534,0.4434,2.189,4.977,2.5705,1.654,1,1.00964388596271,0.233373639661427,1.5
523,ASDEX,19830804,9905,1.204,0.0453551590986101,0.4454,2.188,4.508,1.82503333333333,1.694,1,1.01700671438654,0.226387249114522,1.5
524,ASDEX,19830804,9905,1.239,0.03969537557463,0.4437,2.188,4.699,2.3449,1.691,1,1.01452255143188,0.227380248373743,1.5
525,ASDEX,19830804,9905,1.274,0.0383347385450021,0.4436,2.189,5.013,2.5621,1.692,1,1.01317762266439,0.227541371158392,1.5
530,ASDEX,19830804,9906,1.197,0.043898632973638,0.4453,2.19,4.672,1.76453333333333,1.693,1,1.01972058459382,0.225930301240402,1.5
531,ASDEX,19830804,9906,1.211,0.0515134906053347,0.4444,2.19,4.888,1.66018333333333,1.693,1,1.01669285779607,0.226580035440047,1.5
532,ASDEX,19830804,9906,1.224,0.0368728579350638,0.444,2.189,5.063,2.54003,1.693,1,1.01317762266439,0.22740696987596,1.5
537,ASDEX,19830804,9910,1.192,0.0362196000426578,0.3762,2.19,3.46,1.59408,1.691,1,1.00895823411743,0.235363690124187,1.5
538,ASDEX,19830804,9910,1.248,0.0481252402732611,0.3739,2.189,4.428,1.84298666666667,1.693,1,0.990371035527855,0.239515652687537,1.5
544,ASDEX,19830804,9913,1.196,0.0522738418765193,0.3759,2.191,3.8,1.22723666666667,1.692,1,1.00487207693225,0.23628841607565,1.5
545,ASDEX,19830804,9913,1.235,0.0490431777971758,0.3745,2.191,4.389,1.71094,1.692,1,0.994330645609412,0.23871158392435,1.5
546,ASDEX,19830804,9913,1.274,0.0422334382230317,0.3737,2.191,4.805,2.26062,1.692,1,0.989284946030546,0.239952718676123,1.5
551,ASDEX,19830804,9915,1.199,0.0354627408967024,0.3754,2.192,3.487,1.61733333333333,1.688,1,1.01223972296621,0.235071090047393,1.5
552,ASDEX,19830804,9915,1.247,0.0407540189615111,0.3742,2.191,3.634,1.63397666666667,1.687,1,1.00670632041075,0.236514522821577,1.5
553,ASDEX,19830804,9915,1.294,0.0387602893684613,0.374,2.191,3.782,1.90883,1.691,1,1.00193991590836,0.237078651685393,1.5
558,ASDEX,19830804,9916,1.186,0.0451901473618215,0.3766,2.191,3.675,1.34246666666667,1.692,1,1.00528018151524,0.236170212765957,1.5
559,ASDEX,19830804,9916,1.222,0.0446970910120936,0.375,2.192,4.202,1.83155,1.694,1,0.991551944428291,0.23913813459268,1.5
560,ASDEX,19830804,9916,1.258,0.0365526190226527,0.3733,2.192,4.438,2.55554,1.689,1,0.986250769150316,0.241030195381883,1.5
565,ASDEX,19830804,9917,1.211,0.0455119587047662,0.4454,2.379,4.963,1.89985,1.695,1,1.01467261757951,0.227787610619469,1.5
566,ASDEX,19830804,9917,1.255,0.0457215529100809,0.4436,2.379,5.49,2.27723333333333,1.697,1,1.00952497491082,0.228697701826753,1.5
567,ASDEX,19830804,9917,1.299,0.0416949829186891,0.4438,2.377,5.878,2.6165,1.692,1,1.0063799256037,0.230260047281324,1.5
572,ASDEX,19830804,9918,1.21,0.0443526620209252,0.4451,2.567,4.526,1.85677333333333,1.694,1,1.01509966834449,0.227922077922078,1.5
573,ASDEX,19830804,9918,1.26,0.0609918509663094,0.4441,2.567,5.398,1.78566,1.701,1,1.00636435782839,0.228924162257496,1.5
579,ASDEX,19830804,9919,1.213,0.0421495524447757,0.4456,2.567,4.374,2.02145333333333,1.694,1,1.01470431288536,0.228158205430933,1.5
580,ASDEX,19830804,9919,1.259,0.0526774969372535,0.4431,2.567,4.932,1.95410666666667,1.695,1,1.00811189434995,0.229439528023599,1.5
586,ASDEX,19830804,9920,1.125,0.0319734068502187,0.4446,2.568,3.702,2.24783333333333,1.699,1,1.01874547728773,0.226486168334314,1.5
587,ASDEX,19830804,9920,1.192,0.0558591244347712,0.4443,2.567,4.559,1.80030333333333,1.694,1,1.00975197552742,0.229220779220779,1.5
601,ASDEX,19830804,9922,1.253,0.047586222737443,0.4444,2.567,3.669,1.87743333333333,1.698,1,1.00921615776205,0.228621908127208,1.5
607,ASDEX,19840517,12190,1.183,0.0288971208019976,0.3154,2.213,3.454,1.61494666666667,1.632,1,0.984749213665512,0.248713235294118,1.5
609,ASDEX,19840517,12190,1.223,0.0266723639295618,0.3138,2.213,3.931,2.52079,1.627,1,0.962268515547013,0.255255070682237,1.5
614,ASDEX,19840517,12195,1.181,0.0358796871179797,0.3163,2.212,3.519,1.31214666666667,1.634,1,0.981641223199078,0.249143206854345,1.5
616,ASDEX,19840517,12195,1.219,0.0269575473220025,0.3148,2.211,3.919,2.5138,1.629,1,0.96385779037218,0.25438919582566,1.5
622,ASDEX,19840517,12200,1.202,0.0326553332857171,0.316,2.21,3.798,1.86397666666667,1.63,1,0.966196459657124,0.253680981595092,1.5
623,ASDEX,19840517,12200,1.225,0.0265330253374403,0.314,2.21,3.896,2.5972,1.626,1,0.961899406028199,0.255412054120541,1.5
629,ASDEX,19840517,12212,1.228,0.0399825078573771,0.3147,2.21,3.681,1.42286666666667,1.626,1,0.982901752832939,0.250061500615006,1.5
630,ASDEX,19840517,12212,1.258,0.0312368851906247,0.3132,2.21,3.714,1.9242,1.632,1,0.979516287937766,0.249938725490196,1.5
636,ASDEX,19840517,12213,1.212,0.0405743883057964,0.3152,2.211,3.797,1.47902333333333,1.628,1,0.973952165809369,0.252027027027027,1.5
637,ASDEX,19840517,12213,1.233,0.0307308363336727,0.3143,2.211,3.95,2.2591,1.63,1,0.969207374187438,0.252944785276074,1.5
642,ASDEX,19850719,16725,1.202,0.019915656695403,0.3129,2.191,2.485,2.01796666666667,1.652,1,0.980222717790248,0.2409200968523,1.5
643,ASDEX,19850719,16725,1.214,0.0192625856799695,0.3129,2.192,2.566,2.35129713333333,1.648,1,0.975219633307869,0.242718446601942,1.5
644,ASDEX,19850719,16725,1.225,0.0180290001074027,0.3109,2.191,2.584,2.6666,1.647,1,0.974661937266941,0.243108682452945,1.5
650,ASDEX,19850719,16732,1.217,0.0203651680634006,0.3131,2.194,2.502,2.24393333333333,1.649,1,0.976285626159144,0.242389326864767,1.5
651,ASDEX,19850719,16732,1.231,0.0181106397517276,0.3118,2.192,2.455,2.5903,1.643,1,0.975617519735167,0.243457090687766,1.5
657,ASDEX,19850719,16735,1.218,0.0212762666662849,0.3124,2.194,2.435,2.03706666666667,1.649,1,0.976465612329278,0.242268041237113,1.5
658,ASDEX,19850719,16735,1.23,0.0180346860917358,0.3119,2.194,2.508,2.65,1.65,1,0.975328737621959,0.242484848484848,1.5
664,ASDEX,19850719,16737,1.208,0.0213748613030184,0.3127,2.194,2.405,1.90452666666667,1.651,1,0.979639803129743,0.241187159297396,1.5
665,ASDEX,19850719,16737,1.223,0.0178326740878604,0.3114,2.194,2.49,2.636,1.648,1,0.975508383316604,0.242657766990291,1.5
671,ASDEX,19850719,16741,1.217,0.0225809253842545,0.3121,2.194,3.078,2.44577466666667,1.65,1,0.974155738165316,0.242606060606061,1.5
672,ASDEX,19850719,16741,1.235,0.0203106385194559,0.3113,2.192,3.008,2.7421,1.644,1,0.973688978069005,0.24367396593674,1.5
677,ASDEX,19850719,16743,1.345,0.0376135815384524,0.3717,2.379,3.739,1.96593666666667,1.673,1,0.991716444173469,0.241004184100418,1.5
678,ASDEX,19850719,16743,1.364,0.0361866336693336,0.3716,2.379,3.894,2.25729,1.672,1,0.986112207775389,0.242523923444976,1.5
679,ASDEX,19850719,16743,1.383,0.0306526167562067,0.371,2.379,3.956,2.84249,1.67,1,0.983188227175853,0.243532934131737,1.5
684,ASDEX,19850723,16783,1.15,0.0360734806453129,0.3126,2.181,3.029,1.06356666666667,1.652,1,1.01621794524423,0.226452784503632,1.5
685,ASDEX,19850723,16783,1.177,0.0350763298144519,0.312,2.178,3.214,1.21801333333333,1.653,1,1.01146486481932,0.227404718693285,1.5
686,ASDEX,19850723,16783,1.204,0.0318837857406628,0.3113,2.179,3.197,1.40273,1.649,1,1.01004006637624,0.228320194057004,1.5
692,ASDEX,19851105,17838,1.387,0.0201480400327714,0.3014,2.197,2.25,1.99360666666667,1.684,1,0.991562697466488,0.227969121140143,1.5
693,ASDEX,19851105,17838,1.406,0.0193934123461764,0.3008,2.197,2.362,2.2217,1.68,1,0.990492794813051,0.228809523809524,1.5
699,ASDEX,19851105,17844,1.418,0.0379973852116115,0.381,2.198,5.254,2.17474,1.658,1,0.994888415773455,0.242460796139928,1.5
700,ASDEX,19851105,17844,1.445,0.0319711808873337,0.381,2.197,5.295,2.81495,1.655,1,0.991124537671704,0.243746223564955,1.5
706,ASDEX,19851105,17845,1.425,0.0385841634147781,0.3812,2.195,5.332,2.20244666666667,1.64,1,0.992012655006333,0.245792682926829,1.5
707,ASDEX,19851105,17845,1.458,0.0336874271641318,0.381,2.197,5.387,2.79306,1.641,1,0.987284702100939,0.246861669713589,1.5
712,ASDEX,19851105,17846,1.393,0.0367660399976067,0.3812,2.195,4.961,1.78273333333333,1.631,1,1.00331855317462,0.244389944819129,1.5
713,ASDEX,19851105,17846,1.424,0.0379013480187384,0.3812,2.195,5.191,2.13180666666667,1.631,1,0.992706132607424,0.246965052115267,1.5
714,ASDEX,19851105,17846,1.454,0.0326615811502033,0.3809,2.195,5.428,2.82111,1.631,1,0.987379064379109,0.248436541998774,1.5
720,ASDEX,19851105,17849,1.549,0.0317320367915186,0.3812,2.195,5.143,2.14494,1.649,1,1.01127656179096,0.239781685870224,1.5
721,ASDEX,19851105,17849,1.589,0.0360176980698874,0.3809,2.195,5.219,2.04014,1.652,1,1.00697387180823,0.24043583535109,1.5
726,ASDEX,19851112,17994,1.257,0.025046032670164,0.3193,1.883,3.348,2.20963333333333,1.675,1,0.983759975026443,0.242925373134328,1.5
727,ASDEX,19851112,17994,1.274,0.0260081161284247,0.3208,1.882,3.552,2.38583333333333,1.675,1,0.980369425740628,0.243701492537313,1.5
728,ASDEX,19851112,17994,1.29,0.0243656281587343,0.3202,1.882,3.72,2.727754,1.677,1,0.978729085019005,0.243828264758497,1.5
734,ASDEX,19851114,18023,1.213,0.0256417976117927,0.32,2.197,3.333,2.31917333333333,1.657,1,0.977777199116438,0.246771273385637,1.5
735,ASDEX,19851114,18023,1.23,0.0237849243438676,0.3197,2.197,3.361,2.694921,1.652,1,0.973280323599081,0.248668280871671,1.5
741,ASDEX,19851114,18025,1.282,0.0255678196990387,0.3207,1.883,3.529,2.42716666666667,1.676,1,0.980472846812705,0.243377088305489,1.5
742,ASDEX,19851114,18025,1.299,0.0251735629197748,0.3207,1.883,3.702,2.682063,1.674,1,0.978739249200283,0.244026284348865,1.5
748,ASDEX,19851114,18026,1.273,0.02633061424311,0.3206,1.884,3.361,2.40603,1.67,1,0.979316453063746,0.244491017964072,1.5
749,ASDEX,19851114,18026,1.29,0.0248996982577483,0.3203,1.885,3.451,2.684572,1.667,1,0.978641551872921,0.245110977804439,1.5
755,ASDEX,19851114,18027,1.269,0.0262140783634278,0.3208,1.883,3.439,2.43950533333333,1.671,1,0.979316453063746,0.244344703770197,1.5
756,ASDEX,19851114,18027,1.285,0.024609263644027,0.3204,1.883,3.509,2.70057,1.667,1,0.977777199116438,0.245290941811638,1.5
762,ASDEX,19851114,18036,1.264,0.0269456622815468,0.3206,1.886,3.396,2.36801333333333,1.671,1,0.977289464499979,0.245002992220227,1.5
763,ASDEX,19851114,18036,1.276,0.0247262491108212,0.3195,1.885,3.437,2.6827,1.668,1,0.976043400795086,0.245743405275779,1.5
769,ASDEX,19851114,18049,1.241,0.026509060866324,0.3202,2.198,3.324,2.35908666666667,1.674,1,0.977289464499979,0.244563918757467,1.5
770,ASDEX,19851114,18049,1.259,0.0244903401892695,0.3204,2.198,3.388,2.682894,1.669,1,0.973846184252337,0.246135410425404,1.5
776,ASDEX,19851114,18053,1.228,0.0258151425907104,0.3204,2.198,3.407,2.45506666666667,1.675,1,0.97633026812493,0.24465671641791,1.5
777,ASDEX,19851114,18053,1.243,0.0244196992020607,0.3201,2.198,3.474,2.72621,1.669,1,0.974703421238136,0.245955662073098,1.5
783,ASDEX,19851114,18054,1.252,0.035777966001637,0.3211,2.198,3.255,1.59645333333333,1.671,1,0.990227819232876,0.241831238779174,1.5
784,ASDEX,19851114,18054,1.268,0.0330882710102139,0.3207,2.198,3.41,1.84847,1.668,1,0.988554357844453,0.242685851318945,1.5
790,ASDEX,19851114,18056,1.236,0.0290777822780913,0.3204,2.198,3.37,2.17356666666667,1.676,1,0.977864818854471,0.244152744630072,1.5
791,ASDEX,19851114,18056,1.253,0.0258935587631911,0.3207,2.198,3.46,2.62108666666667,1.67,1,0.972893730543354,0.24622754491018,1.5
797,ASDEX,19851114,18059,1.23,0.0282333673683483,0.3198,2.198,3.34,2.1705,1.673,1,0.977191853542394,0.244769874476987,1.5
798,ASDEX,19851114,18059,1.245,0.0242925688424211,0.3199,2.197,3.437,2.6996,1.671,1,0.974417512767942,0.245721125074806,1.5
804,ASDEX,19851114,18060,1.228,0.0298808556361892,0.3199,2.198,3.423,2.0846,1.675,1,0.974606316781267,0.245134328358209,1.5
805,ASDEX,19851114,18060,1.244,0.0259492734120931,0.3215,2.198,3.579,2.69427,1.675,1,0.97241558576753,0.245671641791045,1.5
811,ASDEX,19851114,18061,1.239,0.0266610276993346,0.3203,2.198,3.495,2.5397,1.677,1,0.974034804470088,0.244961240310078,1.5
812,ASDEX,19851114,18061,1.263,0.0259990156753938,0.3199,2.197,3.449,2.6851,1.666,1,0.973463942753102,0.246698679471789,1.5
817,ASDEX,19851121,18170,1.21,0.0361969144455562,0.3203,2.293,3.351,1.16104333333333,1.68,1,1.01885044428631,0.222440476190476,1.5
818,ASDEX,19851121,18170,1.25,0.0338766456037241,0.3192,2.291,3.663,1.35012,1.676,1,1.01668266312356,0.223508353221957,1.5
819,ASDEX,19851121,18170,1.27,0.0328599090863591,0.3197,2.291,3.669,1.4046,1.676,1,1.01677177433674,0.223448687350835,1.5
825,ASDEX,19851122,18192,1.366,0.0266630582977248,0.3002,2.198,2.24,1.543405,1.68,1,0.99591238128613,0.227440476190476,1.5
826,ASDEX,19851122,18192,1.384,0.0245310591131991,0.3007,2.198,2.3,1.76088,1.678,1,0.994530721167105,0.228069129916567,1.5
832,ASDEX,19851128,18302,1.211,0.0286984227970228,0.3217,2.201,4.077,2.40091,1.681,1,0.981007459545996,0.236644854253421,1.5
833,ASDEX,19851128,18302,1.229,0.0274798049654489,0.3198,2.201,4.093,2.6251,1.676,1,0.977353722575122,0.238305489260143,1.5
839,ASDEX,19851128,18307,1.229,0.0244631075708358,0.3204,2.202,3.613,2.601932,1.667,1,0.982762919170089,0.238272345530894,1.5
840,ASDEX,19851128,18307,1.268,0.0248862824590638,0.3195,2.201,3.515,2.5955,1.67,1,0.981208609322405,0.238203592814371,1.5
845,ASDEX,19851128,18308,1.188,0.0377373982994152,0.3833,2.611,3.673,1.46594666666667,1.684,1,1.00875912503791,0.229631828978622,1.5
846,ASDEX,19851128,18308,1.211,0.0307192399854534,0.3816,2.611,3.868,2.21723966666667,1.682,1,1.00346126317573,0.231093935790725,1.5
847,ASDEX,19851128,18308,1.234,0.0273211725551227,0.3809,2.611,3.849,2.67721,1.677,1,0.999335777209298,0.232796660703637,1.5
853,ASDEX,19851128,18310,1.211,0.0327215806349363,0.3813,2.2,3.82,2.15790666666667,1.671,1,1.00195600331975,0.233034111310592,1.5
854,ASDEX,19851128,18310,1.234,0.0280603835801105,0.3811,2.2,3.702,2.63274,1.667,1,0.999753472413983,0.234193161367726,1.5
859,ASDEX,19851129,18351,1.242,0.0467147409942368,0.382,2.262,4.723,1.77100666666667,1.684,1,0.996978677654006,0.238301662707838,1.5
860,ASDEX,19851129,18351,1.258,0.0406189116862607,0.3821,2.262,4.723,2.12961333333333,1.679,1,0.99329469355561,0.239904705181656,1.5
861,ASDEX,19851129,18351,1.274,0.0355559837311277,0.3817,2.262,4.805,2.54738,1.679,1,0.992309037755664,0.240023823704586,1.5
866,ASDEX,19851129,18355,1.252,0.0414987987467149,0.3816,2.263,4.588,2.02680666666667,1.673,1,0.993692672802567,0.240645546921698,1.5
867,ASDEX,19851129,18355,1.266,0.0363497712579652,0.3806,2.261,4.573,2.424924,1.672,1,0.990623368869502,0.241566985645933,1.5
868,ASDEX,19851129,18355,1.28,0.0355262117900438,0.3821,2.261,4.596,2.57368,1.671,1,0.989443099395872,0.24195092758827,1.5
873,ASDEX,19851129,18365,1.212,0.0263265024115608,0.3817,2.263,4.326,2.59151666666667,1.678,1,1.01004006637624,0.224374255065554,1.5
874,ASDEX,19851129,18365,1.276,0.0288064609598291,0.3818,2.262,4.213,2.55608,1.675,1,1.00951456406442,0.225134328358209,1.5
875,ASDEX,19851129,18365,1.339,0.0285775735448638,0.3807,2.262,4.204,2.62673,1.676,1,1.00635934214313,0.225477326968974,1.5
880,ASDEX,19860108,18561,1.323,0.0247257183023377,0.3209,2.204,3.401,2.35696666666667,1.669,1,0.992409502960646,0.241402037147993,1.5
881,ASDEX,19860108,18561,1.34,0.0259802515619913,0.3212,2.204,3.767,2.52266666666667,1.665,1,0.989448112288598,0.242702702702703,1.5
882,ASDEX,19860108,18561,1.356,0.0246615491664442,0.3208,2.204,3.989,2.84708,1.664,1,0.987483650906724,0.243329326923077,1.5
887,ASDEX,19860108,18562,1.334,0.0250857408537183,0.3215,2.204,3.464,2.50961,1.67,1,0.988365243084025,0.242275449101796,1.5
888,ASDEX,19860108,18562,1.355,0.0262336797851093,0.3204,2.204,3.765,2.64134333333333,1.665,1,0.986797454877217,0.243363363363363,1.5
889,ASDEX,19860108,18562,1.375,0.0257243130020917,0.3204,2.204,3.929,2.82543,1.663,1,0.985234610682747,0.244016837041491,1.5
894,ASDEX,19860108,18564,1.317,0.0263824520651271,0.3214,2.205,3.296,2.1911,1.673,1,0.990728727086466,0.241243275552899,1.5
895,ASDEX,19860108,18564,1.337,0.0256422664422738,0.3206,2.204,3.591,2.56160333333333,1.666,1,0.986603585043253,0.243217286914766,1.5
896,ASDEX,19860108,18564,1.357,0.0248810414720244,0.3209,2.204,3.804,2.82621,1.663,1,0.986504342444157,0.24371617558629,1.5
902,ASDEX,19860108,18565,1.349,0.0264242527509055,0.3215,2.202,3.511,2.5677,1.667,1,0.984551541054122,0.243611277744451,1.5
903,ASDEX,19860108,18565,1.365,0.0251080748842375,0.321,2.202,3.671,2.81827,1.664,1,0.983968137329395,0.244170673076923,1.5
909,ASDEX,19860108,18566,1.359,0.0268837960165735,0.3208,2.202,3.4,2.50842666666667,1.667,1,0.983188227175853,0.243971205758848,1.5
910,ASDEX,19860108,18566,1.392,0.0259297549573605,0.3206,2.202,3.651,2.80139,1.663,1,0.982606455415312,0.244678292242934,1.5
916,ASDEX,19860108,18571,1.382,0.0278354893000996,0.3214,2.077,3.008,2.29151666666667,1.67,1,0.983671901121153,0.243473053892216,1.5
917,ASDEX,19860108,18571,1.398,0.0247403977886844,0.3203,2.077,3.179,2.74859,1.666,1,0.980570954204988,0.244777911164466,1.5
923,ASDEX,19860115,18773,1.168,0.0442020953727478,0.3823,2.328,4.571,1.9037,1.679,1,1.01278842390854,0.23222156045265,1.5
924,ASDEX,19860115,18773,1.194,0.0427566194364383,0.3817,2.328,4.883,2.10048,1.68,1,1.00908833998942,0.232916666666667,1.5
930,ASDEX,19860124,18929,1.254,0.0282606630273192,0.3198,2.205,3.263,2.12524666666667,1.661,1,0.996855119392896,0.238531005418423,1.5
931,ASDEX,19860124,18929,1.274,0.0293402715967586,0.3199,2.205,3.435,2.15831,1.657,1,0.996554777172168,0.239167169583585,1.5
937,ASDEX,19860124,18930,1.249,0.0288806780299239,0.321,2.205,3.236,2.0619,1.667,1,0.997155637916856,0.237612477504499,1.5
938,ASDEX,19860124,18930,1.259,0.0273903402659404,0.3204,2.205,3.337,2.22155,1.661,1,0.995954621032296,0.238711619506321,1.5
943,ASDEX,19860124,18951,1.236,0.0319118551819827,0.3822,2.393,3.886,2.28758,1.653,1,1.00210766194611,0.241379310344828,1.5
944,ASDEX,19860124,18951,1.273,0.0329305075110344,0.3817,2.392,4.171,2.65834666666667,1.651,1,0.997186692349993,0.24282253179891,1.5
945,ASDEX,19860124,18951,1.31,0.0316737436647382,0.3802,2.39,4.188,2.83993,1.649,1,0.996289208510208,0.243298969072165,1.5
950,ASDEX,19860228,19729,0.886,0.0339745764642401,0.3784,2.398,3.451,1.7226,1.671,1,0.99908308582751,0.239616995810892,1.5
951,ASDEX,19860228,19729,0.903,0.0383809303274321,0.3782,2.398,3.656,1.77553333333333,1.671,1,0.992997771782792,0.241113105924596,1.5
952,ASDEX,19860228,19729,0.92,0.0290568530633249,0.3777,2.398,3.778,2.6593,1.671,1,0.987478667661274,0.242429682824656,1.5
957,ASDEX,19860228,19731,0.877,0.0365499195103762,0.3773,2.208,3.415,1.29575666666667,1.663,1,1.0138507238109,0.237221888153939,1.5
958,ASDEX,19860228,19731,0.913,0.0475537323901612,0.3777,2.209,3.796,1.37299666666667,1.666,1,1.00210250448544,0.239615846338535,1.5
959,ASDEX,19860228,19731,0.948,0.0369798318285462,0.3776,2.21,3.839,2.01477,1.662,1,0.996578049536641,0.241576413959085,1.5
964,ASDEX,19860318,20061,1.209,0.040692730208655,0.3796,2.207,4.428,1.91033,1.667,1,0.995985671064557,0.240851829634073,1.5
965,ASDEX,19860318,20061,1.232,0.0379686438109591,0.3794,2.206,4.606,2.29252,1.665,1,0.990918863646091,0.242522522522523,1.5
966,ASDEX,19860318,20061,1.254,0.0335238399504542,0.3796,2.207,4.62,2.73686,1.663,1,0.988554357844453,0.243415514131088,1.5
971,ASDEX,19860318,20070,1.172,0.041080496522788,0.3807,2.206,4.455,1.78939333333333,1.667,1,0.997577462992718,0.240611877624475,1.5
972,ASDEX,19860318,20070,1.193,0.0425501510427863,0.3801,2.207,4.635,1.99027666666667,1.668,1,0.990918863646091,0.242086330935252,1.5
973,ASDEX,19860318,20070,1.213,0.0339240365543561,0.3788,2.207,4.653,2.70411,1.665,1,0.986886540094019,0.243543543543544,1.5
978,ASDEX,19860320,20158,1.256,0.0296818788553076,0.319,2.206,3.86,2.47900666666667,1.67,1,0.968441530921256,0.247365269461078,1.5
979,ASDEX,19860320,20158,1.265,0.0282919986514025,0.3184,2.207,3.923,2.67438333333333,1.669,1,0.96806351634858,0.247633313361294,1.5
980,ASDEX,19860320,20158,1.274,0.0274519717079193,0.3177,2.207,3.933,2.76629,1.665,1,0.967595230702341,0.248288288288288,1.5
